Male,Female,cBacilli,cBacteroidia,cBetaproteobacteria,cClostridia,cGammaproteobacteria,cActinobacteria,cFusobacteria,cFlavobacteriia,cSphingobacteriia,cDeltaproteobacteria,cEpsilonproteobacteria,cAlphaproteobacteria,cSpirochaetes,cErysipelotrichi,cThermotogae,cNostocophycideae,cMollicutes,cChlamydiia,cSynergistia,cDeinococci,cAnaerolineae,cThermoprotei,cOscillatoriophycideae,cThermodesulfobacteria,cDeferribacteres,cGroup II,cOpitutae,cCaldithrixae,cNitriliruptoria,cThermobacula,cFibrobacteria,cAcidimicrobiia,cSynechococcophycideae,cNitrospira,cHolophagae,cKtedonobacteria,cBrocadiae,cAcidobacteria,cChrysiogenetes,cDehalococcoidetes,cVerrucomicrobiae,cLeptospirae,cMethanomicrobia,cMethanobacteria,cChlorobia,cChloroflexi,cThermoleophilia,cHalobacteria,cMethylacidiphilae,cArchaeoglobi,cPedosphaerae,cPlanctomycetia,cSolibacteres,cArmatimonadia,cBrachyspirae,cCaldisericia,cSpartobacteria
0,0,2.233056377,1.103527895,0.996658388,3.236314427,5.847876349,0.337684566,0.271261058,-0.192388188,-0.27952794,-0.282158574,-0.258482868,-0.282487404,-0.283145062,-0.278212623,-0.283145062,-0.283145062,-0.277883794,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062,-0.283145062
0,1,4.860193367,2.06719424,0.168008727,4.876900163,0.818495933,0.338040801,-0.044868196,-0.039478907,-0.268793162,-0.26987102,-0.088251974,-0.268523698,-0.270140485,-0.264751196,-0.270409949,-0.263134409,-0.264751196,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270140485,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270140485,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949,-0.270409949
1,1,2.488584115,4.82569221,0.286435783,3.472802876,3.005381257,0.214018349,0.816399732,-0.052609476,-0.292903688,-0.309362196,-0.269861777,-0.309362196,-0.269861777,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.302778793,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196,-0.309362196
1,0,5.257090604,0.55657956,4.599526377,1.477559723,1.020972099,0.144870207,0.129260374,0.121455457,-0.221960875,-0.274644062,-0.231717021,-0.274644062,-0.262936687,-0.239521937,-0.274644062,-0.274644062,-0.266839146,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062,-0.274644062
0,0,3.280213365,2.594120779,5.141612382,1.749928596,1.591829,0.213677805,0.965396639,0.449335694,-0.257637971,-0.335196264,-0.057776218,-0.332213252,-0.335196264,-0.269570016,-0.335196264,-0.335196264,-0.332213252,-0.335196264,-0.335196264,-0.332213252,-0.335196264,-0.332213252,-0.332213252,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.332213252,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264,-0.335196264
0,1,3.853267799,3.580306618,0.874091481,4.843726941,0.102001283,0.429554701,0.000615702,0.059107384,-0.124166552,-0.287943261,-0.112468216,-0.287943261,-0.284043815,-0.268446034,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.284043815,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261,-0.287943261
1,1,2.529874995,1.864501889,0.743638469,6.423870622,0.415417508,0.408719121,0.696749761,-0.035607215,-0.265585168,-0.267817963,-0.205299685,-0.267817963,-0.267817963,-0.261119576,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.265585168,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.265585168,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963,-0.267817963
1,0,5.905987887,2.281451762,1.948206272,2.505080067,0.782193949,0.017417521,0.994490521,-0.043635088,-0.194647791,-0.296170879,-0.237893389,-0.297095918,-0.29478332,-0.284145365,-0.297558438,-0.297558438,-0.292239461,-0.297558438,-0.296402139,-0.297558438,-0.297558438,-0.295708359,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297327178,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438,-0.297558438
0,0,5.417704058,2.975392236,0.89733719,3.363534702,1.252636832,0.291237801,-0.099890375,-0.126761777,-0.282018763,-0.287990186,-0.171547446,-0.287990186,-0.273061629,-0.287990186,-0.287990186,-0.287990186,-0.285004474,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186,-0.287990186
0,1,5.66601228,0.508131826,3.281428455,2.732922894,0.307724222,0.942177364,0.520849607,0.215212626,-0.285498696,-0.289601205,-0.271139911,-0.290421707,-0.288370452,-0.261704139,-0.290421707,-0.290421707,-0.290011456,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707,-0.290421707
0,1,3.989658155,2.636884681,-0.071243896,5.435370264,-0.022192949,0.623214243,-0.063499009,-0.045427608,-0.244213023,-0.257121167,-0.182253933,-0.257121167,-0.257121167,-0.231304879,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.254539538,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167,-0.257121167
1,1,3.596560385,0.912986449,1.844699198,5.41777236,0.177265055,0.171234552,2.182407378,0.451652952,-0.272007435,-0.287083693,-0.26296168,-0.305175203,-0.290098945,-0.265976932,-0.305175203,-0.305175203,-0.272007435,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.287083693,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203,-0.305175203
0,0,6.135475494,0.166160284,0.198067537,3.899308861,0.017259771,0.708583582,0.11298153,-0.019965357,-0.216726749,-0.2273625,-0.216726749,-0.230021438,-0.230021438,-0.208749936,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.2273625,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438,-0.230021438
1,1,1.236160002,2.003453908,0.351670866,6.774304258,0.361046485,0.930950141,0.523780431,0.079108248,-0.251214876,-0.255902685,0.059017637,-0.257074637,-0.251717141,-0.24401574,-0.257074637,-0.256907216,-0.256907216,-0.257242059,-0.257242059,-0.256572372,-0.257242059,-0.257074637,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257074637,-0.257242059,-0.257242059,-0.257242059,-0.257242059,-0.257242059
1,0,1.717572396,0.588957254,0.313583505,6.985138443,0.07993305,1.04165501,0.130001005,0.198844442,-0.118252603,-0.23925016,0.150862652,-0.237163995,-0.228819336,-0.130769592,-0.23925016,-0.23925016,-0.216302347,-0.23925016,-0.23925016,-0.237163995,-0.23925016,-0.228819336,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016,-0.23925016
0,0,4.991693917,0.764744193,1.953573803,4.595417381,0.368467657,1.028928551,0.368467657,0.236375478,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238,-0.291993238
0,1,2.336034416,2.517446212,0.59769607,6.271981478,0.032793516,0.303763034,0.978890476,-0.029207984,-0.258843168,-0.268028576,-0.215212483,-0.265732224,-0.258843168,-0.249657761,-0.268028576,-0.23587965,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576,-0.268028576
1,1,6.729256378,1.01828954,1.028889943,0.729428573,2.107480895,0.567772435,0.358414486,-0.065601614,-0.256408858,-0.259058959,-0.139804431,-0.256408858,-0.200756745,-0.232557953,-0.259058959,-0.259058959,-0.256408858,-0.259058959,-0.251108657,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959,-0.259058959
0,0,5.454883544,1.077274459,1.387938271,4.469766437,-0.053196636,0.065999028,0.104562331,-0.164841444,-0.251676294,-0.255182049,-0.098771449,-0.255721396,-0.253024661,-0.234686867,-0.255721396,-0.254642702,-0.254373028,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255451722,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396,-0.255721396
0,1,5.90426386,0.390287512,-0.156097417,4.117234253,0.282514338,0.432895511,0.801329386,0.280007985,-0.24632612,-0.251338826,-0.238807062,-0.251338826,-0.251338826,-0.005716243,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826,-0.251338826
1,1,6.613735945,0.271219088,0.025729614,2.884835477,0.110381157,1.189688329,-0.084317392,-0.181666667,-0.221876149,-0.221876149,-0.202829552,-0.221876149,-0.221876149,-0.198596975,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149,-0.221876149
0,0,3.545142456,1.137837553,1.29095793,5.941397435,-0.01609024,1.287800809,-0.161317815,0.017059532,-0.205517512,-0.270238496,-0.232353042,-0.268659935,-0.270238496,-0.17552486,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496,-0.270238496
1,1,5.554753137,1.377413967,0.825180528,4.319113772,0.190316604,0.061325781,0.644375209,0.035145825,-0.258015137,-0.266741788,-0.22938081,-0.267014496,-0.25883326,-0.237562046,-0.267287204,-0.267014496,-0.265378249,-0.267287204,-0.267014496,-0.267287204,-0.267287204,-0.266741788,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267014496,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204,-0.267287204
0,0,4.34568538,4.973994854,0.384034319,2.274989062,1.623884373,0.487791847,0.086386462,0.073547778,-0.231174456,-0.295367876,-0.18243986,-0.295891904,-0.282529192,-0.239558903,-0.296153918,-0.295891904,-0.288817527,-0.296153918,-0.295105862,-0.295891904,-0.296153918,-0.295891904,-0.296153918,-0.296153918,-0.296153918,-0.295891904,-0.294581834,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.295891904,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918,-0.296153918
0,1,1.575432476,3.140704415,0.464089399,6.221681348,0.628442953,0.591919941,0.649313246,-0.088973352,-0.263762052,-0.271588412,-0.182889669,-0.271588412,-0.258544479,-0.261153266,-0.271588412,-0.268979625,-0.268979625,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412,-0.271588412
1,1,3.653283477,2.862002144,0.888937,5.016616683,1.197228429,1.029380873,0.912915223,0.166164873,-0.190083,-0.330526873,-0.032511825,-0.330526873,-0.320250492,-0.316825032,-0.330526873,-0.330526873,-0.323675952,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873,-0.330526873
0,0,4.370962759,2.140604846,3.096945256,3.603243121,1.902347027,0.777240662,0.045921524,0.300725024,-0.258519022,-0.337938295,-0.149317522,-0.334629158,-0.331320022,-0.298228658,-0.337938295,-0.334629158,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295,-0.337938295
0,1,4.992302961,1.542116786,0.276666442,4.208273943,1.200536892,2.046462938,0.707653153,0.205599484,-0.314794045,-0.314794045,-0.119933032,-0.314794045,-0.28269929,-0.307916598,-0.314794045,-0.31020908,-0.31020908,-0.314794045,-0.312501563,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045,-0.314794045
0,1,3.320305194,1.103447353,2.488983504,1.531081967,5.150581345,1.414765352,0.350810431,1.014499353,-0.336826029,-0.336826029,-0.083666337,-0.329983875,-0.323141721,-0.333404952,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106,-0.340247106
0,1,2.841240532,2.096475506,2.832091084,3.196239094,4.477161743,0.337951697,0.090916615,-0.07377344,-0.322638412,-0.326298191,-0.154288578,-0.317148743,-0.326298191,-0.322638412,-0.326298191,-0.324468301,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191,-0.326298191
0,1,6.409111546,0.351925132,1.19232595,0.027968972,3.252895487,0.087997602,0.073858627,0.193915887,-0.188084485,-0.238191027,-0.218842956,-0.238191027,-0.211153338,-0.238439079,-0.238687131,-0.238439079,-0.237942975,-0.238687131,-0.237198818,-0.238191027,-0.238687131,-0.238687131,-0.237942975,-0.238439079,-0.238687131,-0.238687131,-0.236454662,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238439079,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131,-0.238687131
